"","State","date","Month","Year","Deaths","Seas_Death","Time","Treat","did","UnemployRT","Snap.x","SnpProp.x","Seas_SnpProp","Pop.x","date.c"
"254","Mississippi",2019-02-01,"00",2019,239,241.101736111111,1,0,0,5.3,454505,0.152609253760711,0.153119644909886,2978.227,"2019-02-01"
"255","Mississippi",2019-03-01,"00",2019,243,233.047569444444,1,0,0,5.3,449821,0.151036505948002,0.152994653400732,2978.227,"2019-03-01"
"256","Mississippi",2019-04-01,"00",2019,229,236.797569444444,1,0,0,5.3,443868,0.149037665698417,0.151721033228428,2978.227,"2019-04-01"
"257","Mississippi",2019-05-01,"00",2019,270,261.864236111111,1,0,0,5.4,444005,0.149083666221547,0.151282856722585,2978.227,"2019-05-01"
"258","Mississippi",2019-06-01,"00",2019,213,226.218402777778,1,0,0,5.4,446617,0.149960698093194,0.150944655033698,2978.227,"2019-06-01"
"259","Mississippi",2019-07-01,"00",2019,258,266.418402777778,1,0,0,5.6,446420,0.149894551355555,0.150354978601669,2978.227,"2019-07-01"
"260","Mississippi",2019-08-01,"00",2019,231,236.739236111111,1,0,0,5.6,446880,0.150049005666794,0.149143665407115,2978.227,"2019-08-01"
"261","Mississippi",2019-09-01,"00",2019,243,258.768402777778,1,0,0,5.6,443382,0.14887448136089,0.147831797366967,2978.227,"2019-09-01"
"262","Mississippi",2019-10-01,"00",2019,222,228.739236111111,1,0,0,5.5,440496,0.147905448442983,0.145918741311905,2978.227,"2019-10-01"
"263","Mississippi",2019-11-01,"00",2019,219,215.764236111111,1,0,0,5.5,438943,0.147383997257429,0.14510818731257,2978.227,"2019-11-01"
"264","Mississippi",2019-12-01,"00",2019,247,234.493402777778,1,0,0,5.5,432407,0.14518940295686,0.143006109281794,2978.227,"2019-12-01"
